,User,ETH before hack,alETH before hack,% not recovered by user,is_multisig,ETH to recover
44,0x1CA1D9F2923Da6ECf7Ee14eC5ABf9C66FF6b0C05,7.531575647279821,8.060850594021757,100.0,False,15.592337200124142
45,0xDf4CeF95B19a59e9d2E25F76e3020F9eB52A81c7,7.251796224295387,7.761409914729944,100.0,False,15.013120405507594
47,0x574fb6a08599def6588A7815D670A948B6ef8646,5.318948945241643,5.692733469431161,100.0,False,11.011619532017301
48,0x3D49c72784c4558366c3088779E3d26D2C5E1702,4.887352327779832,5.230806773985787,100.0,False,10.118101321610949
49,0xBC21047CE5935AF898F3C578127f2A91de61ae95,3.933960944347872,4.2104166379259595,100.0,False,8.144331073477947
50,0x5A85DE2d663d78286D1F509f1e71954a6E74DC24,2.8710513525541224,3.0728119963930074,100.0,False,5.943829406276315
51,0x794a15F93CEd01F1B0bE5b184344F0B811851BC0,2.832239001267623,3.0312721407804366,100.0,False,5.863477658231755
52,0x88263dDbBab4236D4a5169B200F1cf5dF08f8123,2.7204608088954796,2.911638832880636,100.0,False,5.632067479444494
53,0x10D7C5d789e04F0B62D93FA141Ab2F8c73547918,2.4160309659362684,2.585815446728761,100.0,False,5.001817849419833
54,0x7E847356f13e2c86aEB08522020789A8364D6086,2.381302067659172,2.5486460052443936,100.0,False,4.929919920236731
55,0xcf2647d1eFabc54dB8CF9263A6629519061e76B2,2.320852359790567,2.483948246581228,100.0,False,4.804773168364604
56,0x084d0cd0605f47D92Dc2DFD22238e9c5605023E9,2.175418808698945,2.3282944788160456,100.0,False,4.503687568879048
57,0x268893Bf0047c3376dDA9D94Cd1d9C7c10eC2EE8,2.0203320761047383,2.1623091605900497,100.0,False,4.182617351553711
58,0xD62C6F55c955A033d97D70d73C156a58367D61e0,1.9148456381925982,2.049409754738311,100.0,False,3.96423275489098
60,0x1928c92C7b9d9A9699776f9Fb57aD6C84b44bE33,1.5572597918956217,1.6666948732144418,100.0,False,3.2239362545872274
