,User,ETH before hack,CRV before hack,% not recovered by user,is_multisig,ETH to recover,CRV to recover,Missed rewards in CRV
446,0x98c0448E5B133cF2f3722Fa8d2Fbb371bCd8E43A,0.4607400925370396,1215.0465913454618,100.0,False,0.4068156934325826,1376.2193678565056,96.3353557499554
447,0x67F1b5c4eA708119713F318614b3bcaf47b0D4b7,0.4482037961354921,1181.9863379454994,100.0,False,0.395746628256185,1338.7737576557558,93.7141630359029
448,0xe4f44c2f63CF6766a47DB604098B940C924e7607,0.4469221831586539,1178.6065159934817,100.0,False,0.3946150135338506,1334.9456110946244,93.4461927766237
449,0x93F3F612A525a59523e91CC5552F718DF9fc0746,0.43594140256331226,1149.64841087349,100.0,False,0.38491940869137464,1302.1462884954585,91.15024019468208
450,0xd5eB646c6B132a05d2fDf923F68C36f15D7329aC,0.43514573111147786,1147.5500957907745,100.0,False,0.3842168615532688,1299.7696373635038,90.98387461544526
451,0xB711a51A97a86b065b7A1fD917E7eC881BDBb570,0.43006179666714406,1134.1429334507293,100.0,False,0.37972794394041487,1284.5840497393,89.920883481751
452,0xff1Cb86434208E07bfeeB5DC236E0631706EC333,0.42906786206515385,1131.5217661815243,100.0,False,0.3788503381038818,1281.6151914354575,89.71306340048203
453,0xb7eD841E3BCC7815CAebd4B3C5Fe67C82d3A712f,0.4281615675917277,1129.131720191326,100.0,False,0.37805011511345177,1278.9081120483731,89.5235678433861
454,0x24290566AC8bc62F9f1e63D0C91938Cc02a4AE68,0.42491617602889253,1120.5730945803216,97.18342047481498,False,0.3646171883095377,1233.4657794811096,86.34260456367767
455,0x150056437d48877118eA45b8Dfa98e653b09293D,0.42220145455675556,1113.4139323441696,100.0,False,0.37278756567064675,1261.1054004411055,88.27737803087739
456,0x71424D701f0E0A89B7161B944f328A1dac2b9683,0.42212511135398806,1113.2126028966186,100.0,False,0.37272015757337934,1260.877365164917,88.26141556154418
457,0x2cC53837e1d370E581001866B093a9fF5E460B72,0.42047568654958994,1108.8628013084194,100.0,False,0.3712637792237739,1255.9505736865888,87.91654015806121
458,0xB2297FE3cF303A686C37820E4D3360f2b490db62,0.4180605864880234,1102.4937894835398,100.0,False,0.36913133921655605,1248.7367289748395,87.41157102823875
459,0xB76F86942F0B7CF427c885697b198bC890118cb4,0.41799027519416143,1102.3083671612285,100.0,False,0.3690692570617101,1248.526710862764,87.39686976039349
460,0x6004516ba4698874488D3e6b18742abe5de9814a,0.4173324548449368,1100.5735878659389,100.0,False,0.3684884271190622,1246.5618175968277,87.25932723177793
461,0x3097C5a88E055Bd9591a6C78A5229445dfEF42C2,0.41672800993255754,1098.9795682823633,100.0,False,0.3679547256241102,1244.7563554530013,87.1329448817101
